model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,mileage2,fuel type2,engine size2,reference
 Puma,2019,19990,Manual,3068,Petrol,145,50.4,1.0
 EcoSport,2017,10900,Manual,8748,Petrol,145,52.3,1.0
 Fiesta,2018,11200,Manual,16323,Petrol,145,65.7,1.0
 Fiesta,2018,13200,Automatic,16466,Petrol,145,54.3,1.0
 Grand C-MAX,2017,10600,Manual,31125,Diesel,145,64.2,1.5
 EcoSport,2019,16600,Manual,4874,Petrol,145,51.4,1.0
 Focus,2018,13790,Automatic,17643,Petrol,145,51.4,1.0
 Kuga,2017,16699,Manual,14448,Diesel,145,60.1,2.0
 Fiesta,2019,16299,Semi-Auto,7569,Petrol,145,48.7,1.0
 Kuga,2019,20000,Manual,4144,Petrol,145,35.3,1.5
 Kuga,2018,15799,Manual,13500,Diesel,145,60.1,2.0
 Focus,2017,14499,Automatic,12572,Petrol,145,46.3,1.5
 Focus,2017,12799,Semi-Auto,13768,Petrol,145,51.4,1.0
 Focus,2019,18899,Manual,5687,Petrol,145,51.4,1.5
 S-MAX,2016,16499,Manual,33071,Diesel,125,43.5,2.0
 Fiesta,2017,10299,Manual,21152,Petrol,145,65.7,1.0
 Fiesta,2018,9499,Manual,15567,Petrol,145,64.2,1.1
 Fiesta,2017,9399,Manual,18401,Petrol,145,65.7,1.0
 Fiesta,2019,13399,Manual,7990,Petrol,145,56.5,1.0
 EcoSport,2018,12699,Manual,7924,Petrol,145,54.3,1.0
 EcoSport,2017,10999,Semi-Auto,11963,Petrol,160,44.8,1.5
 Focus,2014,12399,Manual,30388,Petrol,235,39.2,2.0
 Fiesta,2017,11499,Manual,12485,Petrol,0,65.7,1.0
 Fiesta,2017,9299,Manual,14226,Petrol,0,65.7,1.0
 Fiesta,2018,13299,Manual,8207,Petrol,145,58.9,1.0
 Fiesta,2019,12699,Manual,10735,Petrol,145,58.9,1.0
 Focus,2019,17499,Manual,3169,Petrol,145,60.1,1.0
 Kuga,2017,18499,Semi-Auto,23041,Diesel,145,54.3,2.0
 Focus,2019,18900,Manual,1318,Petrol,145,60.1,1.0
 Fiesta,2019,14300,Manual,14711,Petrol,145,58.9,1.0
 Fiesta,2017,11499,Semi-Auto,19145,Petrol,0,57.7,1.0
 Focus,2017,17890,Manual,26181,Petrol,145,41.5,2.0
 Fiesta,2016,9490,Manual,23698,Petrol,20,62.8,1.0
 Focus,2020,20490,Automatic,6041,Diesel,145,67.3,1.5
 Fiesta,2019,12990,Manual,3497,Petrol,145,55.4,1.1
 Fiesta,2018,12340,Manual,4103,Petrol,145,58.9,1.0
 Fiesta,2020,17990,Semi-Auto,2425,Petrol,145,40.9,1.0
 Fiesta,2020,19990,Manual,2629,Petrol,145,55.4,1.0
 Focus,2020,20990,Manual,1853,Petrol,145,49.6,1.0
 Focus,2020,22490,Manual,3492,Petrol,145,60.1,1.0
 Fiesta,2019,13800,Manual,10521,Petrol,145,55.4,1.0
 Fiesta,2019,15290,Manual,7512,Petrol,145,60.1,1.0
 Fiesta,2017,8700,Manual,28438,Petrol,0,65.7,1.0
 Fiesta,2017,8990,Manual,26262,Petrol,0,65.7,1.0
 EcoSport,2018,15390,Automatic,2240,Petrol,145,48.7,1.0
 EcoSport,2016,9990,Manual,21743,Petrol,125,53.3,1.0
 Focus,2018,13490,Manual,17299,Diesel,145,74.3,1.5
 Focus,2018,13290,Manual,20275,Diesel,145,74.3,1.5
 Fiesta,2019,15190,Manual,1678,Petrol,145,60.1,1.0
 Kuga,2014,9990,Manual,61590,Diesel,160,47.9,2.0
 Fiesta,2014,7721,Manual,66941,Petrol,145,47.9,1.6
 Fiesta,2013,5830,Manual,32179,Petrol,30,54.3,1.2
 Fiesta,2013,7820,Manual,17066,Petrol,0,65.7,1.0
 Fiesta,2013,5990,Manual,45055,Petrol,30,54.3,1.2
 Focus,2019,16990,Manual,10194,Petrol,150,58.9,1.0
 Fiesta,2017,10790,Manual,17764,Petrol,150,65.7,1.0
 EcoSport,2017,9290,Manual,38454,Petrol,125,53.3,1.0
 Fiesta,2016,10700,Automatic,7117,Petrol,0,57.7,1.0
 S-MAX,2019,24190,Manual,13301,Diesel,145,54.3,2.0
 Fiesta,2018,11994,Manual,33651,Petrol,145,65.7,1.0
 Focus,2014,7490,Manual,53998,Diesel,20,67.3,1.6
 Fiesta,2019,12290,Manual,1720,Petrol,145,58.9,1.0
 Fiesta,2017,10490,Manual,11203,Petrol,0,65.7,1.0
 Fiesta,2017,8700,Manual,7657,Petrol,0,65.7,1.0
 Fiesta,2017,8950,Manual,36246,Petrol,145,65.7,1.0
 Fiesta,2018,11810,Manual,6013,Petrol,145,58.9,1.0
 Fiesta,2017,10095,Manual,19469,Petrol,145,65.7,1.0
 Galaxy,2016,19290,Semi-Auto,17136,Diesel,145,52.3,2.0
 Fiesta,2015,9495,Manual,42746,Petrol,145,47.9,1.6
 Focus,2019,14695,Manual,13257,Petrol,145,58.9,1.0
 Fiesta,2018,11990,Manual,8146,Petrol,150,65.7,1.0
 Fiesta,2014,7190,Manual,40885,Diesel,0,76.4,1.5
 Kuga,2019,21495,Automatic,6128,Petrol,145,31.0,1.5
 Fiesta,2017,8495,Manual,23300,Petrol,125,54.3,1.2
 Fiesta,2013,9495,Manual,30000,Petrol,150,47.9,1.6
 Fiesta,2013,6000,Manual,35000,Petrol,30,54.3,1.2
 Kuga,2019,18599,Manual,8116,Diesel,145,54.3,1.5
 Focus,2019,20199,Manual,7782,Diesel,145,74.3,1.5
 Fiesta,2019,13199,Manual,1659,Petrol,145,48.7,1.1
 C-MAX,2016,9699,Manual,9536,Petrol,160,44.1,1.6
 Focus,2018,16499,Manual,6324,Diesel,145,74.3,1.5
 Focus,2019,14000,Manual,15952,Diesel,145,80.7,1.5
 Focus,2019,17699,Manual,3205,Petrol,145,60.1,1.0
 Fiesta,2019,15499,Manual,6739,Petrol,145,60.1,1.0
 Fiesta,2018,10699,Manual,25139,Petrol,145,56.5,1.0
 Fiesta,2019,16299,Manual,2452,Petrol,145,40.3,1.5
 Focus,2018,18890,Manual,15450,Petrol,145,41.5,2.0
 Focus,2017,15440,Manual,19877,Petrol,145,41.5,2.0
 Focus,2017,19290,Manual,12989,Petrol,145,41.5,2.0
 Kuga,2016,16690,Semi-Auto,34569,Diesel,145,52.3,2.0
 Fiesta,2019,13500,Manual,9565,Petrol,145,55.4,1.0
 Focus,2017,19990,Manual,17049,Petrol,145,41.5,2.0
 Kuga,2018,14500,Manual,14110,Diesel,145,54.3,1.5
 Kuga,2017,19995,Semi-Auto,22667,Diesel,145,54.3,2.0
 Fiesta,2018,11490,Manual,23884,Petrol,145,65.7,1.0
 Focus,2019,15990,Manual,10865,Petrol,145,60.1,1.0
 Fiesta,2016,8990,Manual,36293,Petrol,20,62.8,1.0
 Mondeo,2017,15390,Automatic,18290,Petrol,145,44.8,1.5
 Fiesta,2017,10990,Manual,10427,Petrol,145,65.7,1.0
 Fiesta,2019,13800,Manual,11425,Petrol,145,55.4,1.0
 Fiesta,2018,13499,Manual,5238,Petrol,145,61.4,1.0
 Focus,2017,12999,Semi-Auto,16943,Petrol,125,51.4,1.0
 B-MAX,2017,10399,Semi-Auto,10606,Petrol,145,44.1,1.6
 Fiesta,2019,11999,Manual,17115,Petrol,145,58.9,1.0
 Galaxy,2016,16299,Manual,35029,Diesel,125,56.5,2.0
 Mondeo,2017,12500,Automatic,45346,Diesel,145,58.9,2.0
 S-MAX,2016,19000,Semi-Auto,35665,Diesel,145,54.3,2.0
 Kuga,2018,17895,Automatic,18180,Petrol,150,38.2,1.5
 Mondeo,2017,14990,Manual,16098,Diesel,145,64.2,2.0
 Kuga,2017,15490,Manual,34442,Diesel,125,60.1,2.0
 Galaxy,2019,24399,Manual,16764,Diesel,145,55.4,2.0
 Fiesta,2018,10590,Manual,7100,Petrol,145,65.7,1.0
 Focus,2019,19000,Automatic,2256,Diesel,145,74.3,1.5
 Fiesta,2019,15299,Manual,6283,Petrol,145,60.1,1.0
 Focus,2015,8595,Semi-Auto,31000,Petrol,160,44.8,1.6
 Fiesta,2018,11499,Semi-Auto,35113,Petrol,145,54.3,1.0
 Kuga,2018,16499,Manual,5964,Diesel,145,47.9,2.0
 Fiesta,2018,13699,Manual,14173,Petrol,145,58.9,1.0
 Focus,2019,18499,Manual,1286,Petrol,145,58.9,1.0
 Focus,2019,17299,Manual,5013,Petrol,145,60.1,1.0
 Fiesta,2018,12500,Manual,12411,Petrol,145,62.8,1.0
 EcoSport,2018,13000,Manual,11133,Diesel,145,68.9,1.5
 Kuga,2019,25799,Semi-Auto,3295,Diesel,145,38.7,2.0
 Fiesta,2019,14999,Manual,9101,Petrol,145,58.9,1.0
 Fiesta,2019,15199,Manual,7124,Petrol,145,55.4,1.0
 Fiesta,2019,16299,Semi-Auto,7646,Petrol,145,48.7,1.0
 C-MAX,2017,11500,Manual,9786,Petrol,30,55.4,1.0
 Fiesta,2019,16599,Semi-Auto,4803,Petrol,145,48.7,1.0
 C-MAX,2016,9899,Manual,28889,Petrol,30,55.4,1.0
 Focus,2017,16899,Manual,16222,Diesel,145,67.3,2.0
 Focus,2017,17899,Manual,16601,Petrol,200,41.5,2.0
 Fiesta,2017,10000,Manual,6653,Petrol,0,65.7,1.0
 Fiesta,2019,15399,Manual,281,Petrol,145,58.9,1.0
 C-MAX,2018,12399,Manual,18363,Petrol,145,55.4,1.0
 Edge,2019,32397,Semi-Auto,1461,Diesel,145,37.2,2.0
 Fiesta,2017,8989,Manual,8867,Petrol,145,54.3,1.2
 Focus,2015,8499,Manual,70232,Diesel,0,74.3,1.5
 Focus,2018,15999,Manual,22334,Petrol,145,41.5,2.0
 Fiesta,2018,11499,Semi-Auto,33846,Petrol,145,54.3,1.0
 Kuga,2018,14999,Manual,44934,Diesel,145,64.2,1.5
 Fiesta,2019,14599,Manual,7036,Petrol,145,58.9,1.0
 Fiesta,2019,13799,Manual,14389,Petrol,145,55.4,1.0
 Fiesta,2016,8299,Manual,32332,Petrol,125,54.3,1.2
 Ka+,2018,9699,Manual,12698,Petrol,145,43.5,1.2
 Focus,2019,18000,Manual,9520,Petrol,145,46.3,1.5
 Focus,2019,26000,Manual,4486,Petrol,145,34.5,2.3
 Fiesta,2019,14000,Manual,4000,Petrol,145,56.5,1.0
 Ka+,2019,11250,Manual,3000,Petrol,145,43.5,1.2
 Fiesta,2017,12000,Semi-Auto,18104,Petrol,145,54.3,1.0
 Kuga,2018,18250,Manual,6148,Diesel,145,39.2,2.0
 Focus,2018,16000,Automatic,25181,Diesel,145,74.3,1.5
 Fiesta,2018,12498,Semi-Auto,20735,Petrol,145,54.3,1.0
 Focus,2016,11555,Semi-Auto,10136,Petrol,125,51.4,1.0
 Fiesta,2018,9999,Manual,27500,Petrol,145,65.7,1.0
 Mondeo,2015,11599,Manual,24229,Petrol,145,48.7,1.5
 Fiesta,2018,8999,Manual,25907,Petrol,145,64.2,1.1
 Fiesta,2017,9499,Manual,19893,Petrol,145,65.7,1.0
 Fiesta,2017,9938,Manual,13195,Petrol,0,65.7,1.0
 Kuga,2017,16007,Automatic,12143,Petrol,145,38.2,1.5
 Galaxy,2017,17958,Manual,36123,Diesel,125,56.5,2.0
 C-MAX,2016,11999,Manual,22000,Diesel,20,68.9,1.5
 Kuga,2017,13799,Manual,30953,Diesel,125,60.1,2.0
 Fiesta,2018,11699,Manual,6000,Petrol,145,65.7,1.0
 EcoSport,2016,8614,Manual,27000,Diesel,30,64.2,1.5
 Kuga,2017,14699,Manual,9000,Diesel,125,60.1,2.0
 Fiesta,2019,18499,Manual,9100,Petrol,145,40.3,1.5
 Fiesta,2020,15699,Manual,50,Petrol,145,56.5,1.0
 Fiesta,2020,15199,Manual,50,Petrol,145,56.5,1.0
 Fiesta,2019,14499,Manual,8721,Petrol,145,58.9,1.0
 Fiesta,2018,12399,Manual,11028,Petrol,145,56.5,1.0
 Fiesta,2018,13770,Manual,8087,Petrol,145,58.9,1.0
 Fiesta,2018,9999,Manual,27919,Petrol,145,65.7,1.0
 Fiesta,2019,12999,Manual,17500,Petrol,145,56.5,1.0
 Kuga,2019,18999,Manual,9911,Diesel,145,47.9,2.0
 Kuga,2019,21999,Manual,5900,Diesel,145,47.9,2.0
 Focus,2019,16999,Manual,8900,Petrol,145,60.1,1.0
 Fiesta,2017,8594,Manual,14899,Petrol,125,54.3,1.2
 EcoSport,2017,10499,Manual,23453,Petrol,125,52.3,1.0
 Galaxy,2016,16620,Manual,40885,Diesel,125,56.5,2.0
 S-MAX,2017,15699,Semi-Auto,24553,Diesel,125,52.3,2.0
 Fiesta,2019,16099,Semi-Auto,8291,Petrol,145,48.7,1.0
 Fiesta,2019,13199,Manual,7343,Petrol,145,58.9,1.0
 Fiesta,2018,10999,Manual,18800,Petrol,145,65.7,1.0
 Fiesta,2019,14199,Manual,13353,Petrol,145,58.9,1.0
 Galaxy,2017,18799,Manual,33695,Diesel,125,56.5,2.0
 Fiesta,2019,16599,Semi-Auto,4682,Petrol,145,48.7,1.0
 EcoSport,2019,15000,Manual,6777,Petrol,145,53.3,1.0
 Kuga,2017,15499,Automatic,17980,Petrol,235,38.2,1.5
 Fiesta,2017,9599,Manual,18593,Petrol,0,65.7,1.0
 Focus,2017,11200,Manual,18832,Petrol,145,60.1,1.0
 Ka+,2019,9750,Manual,8500,Petrol,145,47.9,1.2
 Fiesta,2019,12500,Manual,15000,Petrol,145,56.5,1.0
 Fiesta,2016,7490,Manual,45853,Diesel,0,88.3,1.5
 Fiesta,2015,6600,Manual,33400,Petrol,0,65.7,1.0
 Fiesta,2019,20750,Manual,2000,Petrol,145,40.3,1.5
 Kuga,2017,17000,Automatic,10453,Petrol,145,38.2,1.5
 B-MAX,2017,10250,Manual,15364,Petrol,30,55.4,1.0
 Fiesta,2018,11550,Manual,13921,Petrol,150,65.7,1.0
 B-MAX,2013,5495,Semi-Auto,52209,Petrol,160,44.1,1.6
 Fiesta,2014,6970,Manual,42894,Diesel,0,76.4,1.5
 Fiesta,2017,9990,Semi-Auto,28405,Petrol,0,57.7,1.0
 Fiesta,2018,11100,Manual,5974,Petrol,145,65.7,1.0
 Fiesta,2018,11495,Manual,4505,Petrol,145,58.9,1.0
 Focus,2018,13295,Manual,18695,Petrol,145,58.9,1.0
 Focus,2019,17195,Manual,9510,Petrol,145,60.1,1.0
 Focus,2019,17150,Manual,10633,Petrol,145,60.1,1.0
 Focus,2019,17195,Manual,10342,Petrol,145,60.1,1.0
 EcoSport,2018,13195,Manual,13491,Petrol,145,54.3,1.0
 Focus,2018,11090,Manual,18602,Petrol,145,60.1,1.0
 Focus,2019,15400,Manual,13423,Petrol,145,58.9,1.0
 Fiesta,2017,9750,Manual,12513,Petrol,0,65.7,1.0
 Focus,2019,18250,Manual,4365,Petrol,145,47.9,1.0
 Fiesta,2018,15250,Manual,14108,Petrol,145,62.8,1.0
 Fiesta,2018,12700,Manual,9900,Petrol,145,57.7,1.0
 Focus,2017,10250,Semi-Auto,29719,Petrol,160,44.8,1.6
 B-MAX,2017,10000,Manual,29990,Petrol,145,57.7,1.0
 Fiesta,2018,10500,Manual,13106,Petrol,150,55.4,1.1
 Fiesta,2018,14500,Manual,17626,Petrol,150,62.8,1.0
 Kuga,2015,12327,Automatic,23905,Petrol,235,38.2,1.5
 Fiesta,2017,7695,Semi-Auto,31895,Petrol,145,47.9,1.6
 B-MAX,2016,7990,Semi-Auto,13446,Petrol,160,44.1,1.6
 EcoSport,2018,11990,Semi-Auto,14335,Petrol,150,48.7,1.0
 Kuga,2017,10990,Manual,32974,Diesel,150,64.2,1.5
 B-MAX,2014,5750,Manual,51090,Petrol,30,55.4,1.0
 Fiesta,2015,7250,Manual,35524,Petrol,0,65.7,1.0
 Focus,2016,8995,Manual,18943,Petrol,20,60.1,1.0
 EcoSport,2018,12295,Manual,8206,Petrol,145,54.3,1.0
 Focus,2016,8995,Manual,12482,Petrol,20,61.4,1.0
 Focus,2016,12195,Manual,68690,Petrol,205,41.5,2.0
 Focus,2018,12195,Manual,11821,Petrol,145,60.1,1.0
 Fiesta,2015,7199,Manual,42357,Petrol,0,65.7,1.0
 Fiesta,2018,12299,Manual,5161,Petrol,145,65.7,1.0
 Fiesta,2015,8899,Manual,24695,Petrol,0,65.7,1.0
 EcoSport,2018,14400,Manual,15493,Petrol,150,54.3,1.0
 Focus,2017,15495,Manual,34702,Diesel,150,67.3,2.0
 Focus,2019,18400,Manual,5334,Petrol,150,60.1,1.0
 Focus,2019,18495,Manual,6275,Petrol,150,60.1,1.0
 Fiesta,2018,10990,Manual,9798,Petrol,150,65.7,1.0
 EcoSport,2017,8990,Manual,32570,Petrol,150,52.3,1.0
 Fiesta,2017,9995,Manual,11200,Petrol,0,65.7,1.0
 Fiesta,2017,8595,Manual,27183,Petrol,0,65.7,1.0
 Fiesta,2018,9995,Manual,29582,Petrol,145,65.7,1.0
 Fiesta,2017,8650,Manual,16509,Petrol,145,54.3,1.2
 Fiesta,2017,9495,Manual,17840,Petrol,0,65.7,1.0
 Kuga,2019,19100,Manual,12245,Petrol,145,35.3,1.5
 Focus,2017,17795,Manual,16919,Petrol,145,41.5,2.0
 Ka+,2018,8300,Manual,6771,Petrol,150,57.7,1.2
 Kuga,2018,18250,Manual,12789,Petrol,150,39.2,1.5
 Focus,2017,10900,Manual,16159,Petrol,20,60.1,1.0
 Fiesta,2019,16499,Semi-Auto,407,Petrol,145,48.7,1.0
 Fiesta,2020,16999,Manual,12,Petrol,145,56.5,1.0
 Fiesta,2018,10099,Manual,2290,Petrol,145,65.7,1.0
 Focus,2019,16599,Automatic,12238,Petrol,145,48.7,1.0
 Focus,2014,6699,Manual,37773,Petrol,145,47.9,1.6
 Fiesta,2017,11199,Manual,2942,Petrol,145,65.7,1.0
 Fiesta,2016,7599,Manual,32332,Petrol,125,54.3,1.2
 EcoSport,2019,15850,Manual,3682,Petrol,145,51.4,1.0
 Galaxy,2018,18000,Semi-Auto,34715,Diesel,145,52.3,2.0
 Fiesta,2018,9900,Manual,32423,Petrol,145,65.7,1.0
 Fiesta,2018,10350,Manual,33564,Petrol,145,65.7,1.0
 Fiesta,2018,9600,Manual,28822,Petrol,145,65.7,1.0
 Kuga,2019,19795,Automatic,13437,Petrol,145,31.0,1.5
 Kuga,2017,15195,Automatic,20688,Petrol,235,38.2,1.5
 Kuga,2017,15200,Automatic,22516,Petrol,235,38.2,1.5
 Focus,2019,18495,Manual,7846,Petrol,145,58.9,1.0
 Fiesta,2018,11100,Manual,17742,Petrol,145,62.8,1.0
 Kuga,2019,19995,Manual,3504,Petrol,145,35.3,1.5
 Kuga,2017,15495,Automatic,18676,Petrol,235,38.2,1.5
 Focus,2018,18795,Manual,14076,Petrol,145,41.5,2.0
 B-MAX,2018,8995,Manual,38404,Petrol,145,57.7,1.0
 Focus,2019,18250,Manual,7641,Petrol,145,60.1,1.0
 Fiesta,2015,10150,Manual,12317,Petrol,0,65.7,1.0
 Fiesta,2017,8500,Manual,25469,Petrol,125,54.3,1.2
 Fiesta,2018,13950,Manual,1700,Petrol,145,58.9,1.0
 Focus,2019,17250,Manual,8000,Petrol,145,60.1,1.0
 EcoSport,2019,16750,Manual,2000,Petrol,145,52.3,1.0
 Focus,2019,15000,Manual,8702,Petrol,145,58.9,1.0
 Fiesta,2017,12500,Semi-Auto,3925,Petrol,0,57.7,1.0
 Grand C-MAX,2018,16699,Manual,2542,Petrol,145,47.1,1.0
 Kuga,2017,15799,Manual,29000,Diesel,125,60.1,2.0
 C-MAX,2017,10599,Manual,37187,Diesel,145,68.9,1.5
 Fiesta,2019,15200,Manual,7809,Petrol,145,58.9,1.0
 Fiesta,2019,15299,Manual,7221,Petrol,145,58.9,1.0
 Fiesta,2019,12899,Manual,7949,Petrol,145,56.5,1.0
 Fiesta,2019,16099,Semi-Auto,7374,Petrol,145,48.7,1.0
 B-MAX,2017,9899,Manual,4629,Petrol,145,47.1,1.4
 Fiesta,2019,16499,Manual,7683,Petrol,145,58.9,1.0
 Focus,2018,14400,Manual,7056,Diesel,145,80.7,1.5
 Kuga,2016,13799,Manual,28362,Diesel,145,54.3,2.0
 Kuga,2018,17899,Manual,18419,Petrol,145,39.2,1.5
 Focus,2018,13899,Manual,14563,Diesel,145,80.7,1.5
 Focus,2018,14199,Manual,21853,Diesel,145,74.3,1.5
 Focus,2017,10299,Manual,30806,Diesel,145,74.3,1.5
 Kuga,2018,15799,Manual,10586,Diesel,145,54.3,1.5
 Fiesta,2018,12000,Manual,9749,Petrol,145,65.7,1.0
 Fiesta,2019,16399,Semi-Auto,7408,Petrol,145,48.7,1.0
 Focus,2019,18700,Manual,9654,Petrol,145,51.4,1.5
 Focus,2019,17395,Manual,1672,Diesel,145,62.8,1.5
 Kuga,2019,18800,Manual,6036,Petrol,145,39.2,1.5
 Focus,2018,18400,Manual,17128,Diesel,145,67.3,2.0
 Fiesta,2018,9290,Manual,21454,Petrol,145,65.7,1.0
 Fiesta,2019,16200,Manual,11096,Petrol,150,55.4,1.0
 Focus,2018,13095,Manual,14295,Petrol,150,60.1,1.0
 Grand C-MAX,2018,11795,Manual,21965,Petrol,145,54.3,1.0
 Focus,2019,15795,Manual,8581,Petrol,145,58.9,1.0
 Fiesta,2018,14995,Semi-Auto,33618,Petrol,150,54.3,1.0
 Fiesta,2017,9000,Manual,19470,Petrol,145,64.2,1.1
 Fiesta,2017,10500,Semi-Auto,16767,Petrol,30,57.7,1.0
 Focus,2017,16980,Semi-Auto,32000,Diesel,145,61.4,2.0
 Fiesta,2017,10991,Manual,5244,Petrol,150,62.8,1.0
 Focus,2017,9495,Semi-Auto,40196,Petrol,145,51.4,1.0
 S-MAX,2019,23795,Manual,14233,Diesel,145,54.3,2.0
 Fiesta,2018,9900,Manual,33996,Petrol,145,65.7,1.0
 Kuga,2019,19895,Automatic,11498,Petrol,145,31.0,1.5
 Fiesta,2017,8295,Manual,36836,Petrol,0,65.7,1.0
 Ka+,2018,9699,Manual,12698,Petrol,145,43.5,1.2
 B-MAX,2017,10000,Semi-Auto,10606,Petrol,145,44.1,1.6
 Galaxy,2016,16299,Manual,35029,Diesel,125,56.5,2.0
 Focus,2018,11500,Manual,23202,Petrol,145,60.1,1.0
 Mondeo,2015,10000,Manual,45506,Diesel,20,68.9,2.0
 Fiesta,2018,10699,Manual,7487,Petrol,145,65.7,1.0
 Fiesta,2018,11000,Manual,16104,Petrol,145,65.7,1.0
 EcoSport,2019,15799,Manual,4949,Petrol,145,51.4,1.0
 Tourneo Connect,2019,20000,Manual,1390,Diesel,145,61.4,1.5
 Puma,2019,23999,Manual,1606,Petrol,145,50.4,1.0
 C-MAX,2015,10000,Manual,45888,Diesel,20,68.9,1.5
 Focus,2019,15500,Manual,13323,Petrol,145,58.9,1.0
 Fiesta,2019,13500,Manual,5022,Petrol,145,58.9,1.0
 Focus,2013,7099,Manual,49460,Diesel,125,56.5,2.0
 Fiesta,2018,11299,Manual,25979,Petrol,145,65.7,1.0
 Kuga,2017,13299,Manual,33000,Diesel,145,64.2,1.5
 Kuga,2018,18000,Manual,11770,Diesel,145,60.1,2.0
 Focus,2017,12699,Manual,16286,Petrol,145,57.7,1.0
 Fiesta,2016,8599,Manual,33589,Petrol,20,62.8,1.0
 Kuga,2019,19500,Manual,3196,Petrol,145,35.3,1.5
 Fiesta,2019,12699,Manual,2420,Petrol,145,48.7,1.1
 Kuga,2019,21999,Manual,6623,Diesel,145,47.9,2.0
 Focus,2018,19000,Manual,17127,Petrol,145,41.5,2.0
 Edge,2019,32000,Automatic,12607,Diesel,145,37.2,2.0
 Focus,2019,16500,Manual,3088,Diesel,145,74.3,1.5
 Fiesta,2020,14500,Manual,18,Petrol,145,56.5,1.0
 Fiesta,2018,11900,Manual,9003,Petrol,145,58.9,1.0
 Mondeo,2017,14250,Manual,7147,Petrol,150,48.7,1.5
 EcoSport,2018,13800,Manual,12202,Petrol,150,54.3,1.0
 Focus,2017,10750,Manual,21224,Petrol,150,60.1,1.0
 EcoSport,2016,9000,Manual,22438,Petrol,165,44.8,1.5
 EcoSport,2017,9750,Manual,31917,Petrol,150,52.3,1.0
 Fiesta,2017,10500,Manual,22578,Petrol,145,65.7,1.0
 Focus,2018,12500,Manual,5813,Petrol,145,60.1,1.0
 Edge,2017,22099,Semi-Auto,15349,Diesel,200,47.9,2.0
 Fiesta,2017,12399,Semi-Auto,4512,Petrol,0,57.7,1.0
 Fiesta,2019,15500,Manual,4293,Petrol,145,60.1,1.0
 EcoSport,2018,14199,Manual,9293,Petrol,145,54.3,1.0
 Kuga,2019,19799,Manual,7519,Petrol,145,35.3,1.5
 Focus,2017,18299,Manual,13014,Petrol,200,41.5,2.0
 EcoSport,2017,10099,Manual,10778,Diesel,30,64.2,1.5
 Focus,2018,12000,Manual,13696,Petrol,145,60.1,1.0
 Focus,2019,16800,Manual,1786,Petrol,145,60.1,1.0
 Fiesta,2019,12000,Manual,4377,Petrol,145,58.9,1.0
 Focus,2017,18500,Manual,7640,Petrol,145,41.5,2.0
 Fiesta,2018,14000,Manual,4096,Petrol,145,58.9,1.0
 Focus,2018,20500,Manual,6004,Petrol,145,41.5,2.0
 B-MAX,2017,11900,Manual,15171,Petrol,145,57.7,1.0
 Fiesta,2017,10500,Manual,7362,Petrol,145,65.7,1.0
 Fiesta,2018,12750,Manual,3391,Petrol,145,56.5,1.0
 Fiesta,2019,16000,Manual,11,Petrol,145,58.9,1.0
 Fiesta,2018,11350,Manual,12588,Petrol,145,60.1,1.0
 Fiesta,2018,13791,Semi-Auto,11517,Petrol,145,54.3,1.0
 Fiesta,2015,8495,Semi-Auto,18058,Petrol,150,47.9,1.6
 Fiesta,2014,8195,Semi-Auto,25000,Petrol,145,47.9,1.6
 Fiesta,2016,10995,Automatic,4000,Petrol,145,47.9,1.6
 Fiesta,2016,9995,Semi-Auto,11000,Petrol,145,47.9,1.6
 Mustang,2017,48999,Automatic,7546,Petrol,145,23.5,5.0
 Fiesta,2019,22495,Manual,8000,Petrol,145,40.3,1.5
 Focus,2018,54995,Manual,11000,Petrol,145,36.7,2.3
 Mustang,2017,49999,Manual,21575,Petrol,145,20.9,5.0
 Fiesta,2015,13995,Manual,29865,Petrol,150,47.9,1.6
 Focus,2016,9000,Manual,29586,Petrol,20,61.4,1.0
 Mondeo,2017,15250,Manual,19652,Diesel,30,62.8,2.0
 Focus,2018,13000,Semi-Auto,14119,Petrol,150,51.4,1.0
 Focus,2016,8900,Manual,24095,Petrol,20,60.1,1.0
 Focus,2019,29000,Automatic,1500,Diesel,145,64.2,2.0
 EcoSport,2017,9200,Manual,21559,Petrol,150,52.3,1.0
 Focus,2017,15000,Manual,28887,Petrol,150,41.5,2.0
 Focus,2019,17750,Manual,7288,Petrol,150,60.1,1.0
 Fiesta,2018,12000,Manual,11444,Petrol,150,62.8,1.0
 Focus,2019,17750,Manual,6653,Petrol,150,49.6,1.0
 Mondeo,2018,15333,Manual,12083,Diesel,145,65.7,2.0
 Kuga,2017,14777,Manual,10233,Diesel,125,60.1,2.0
 Focus,2016,8551,Manual,36026,Petrol,20,60.1,1.0
 Fiesta,2015,6987,Manual,25535,Petrol,30,54.3,1.2
 Kuga,2014,7771,Manual,71671,Diesel,145,53.3,2.0
 C-MAX,2014,6662,Manual,30918,Diesel,30,61.4,1.6
 Kuga,2017,13331,Manual,21223,Diesel,125,60.1,2.0
 Focus,2015,11111,Manual,14282,Petrol,20,60.1,1.0
 Mondeo,2016,9311,Manual,56500,Petrol,150,48.7,1.5
 Edge,2017,22511,Semi-Auto,25725,Diesel,145,47.9,2.0
 Kuga,2019,20000,Manual,3463,Petrol,145,35.3,1.5
 EcoSport,2017,9300,Manual,28697,Petrol,145,52.3,1.0
